comment;Label
"Kýsaca tekrarlamak gerekirse; iþçinin hastalanmýþ olmasý (saðlýk raporu vs.), aile fertlerinden birinin ölümü ya da hastalanmýþ olmasý ve mahkemede tanýklýk veya bilirkiþilik yapýlmasý mazeretli devamsýzlýk örnekleridir.Bunlarýn haricinde iþçinin mutlaka iþverenden izin almasý ve iþveren uygun görürse devamsýzlýk yapmasý gerekir.";HumanResource
Corona virüsü nedeniyle kapanan iþyerinde çalýþan iþçiler Cumhurbaþkanlýðý kararýyla özel okullar ve üniversiteler de dahil olmak üzere okullarda eðitime 3 hafta ara verildi. Bu yasak geniþleyebilir ve Ýtalya örneðinde olduðu gibi kafe ve restoran benzeri toplanma alanlarýna dahi sýçrayabilir.;HumanResource
Peki ama salgýn hastalýk riski nedeniyle kapatýlan veya faaliyetine ara verilen iþyerinde çalýþan iþçilerin ücreti ödenir mi? Bu iþçileri önce ikiye ayýrmak gerekir.;HumanResource
"Bunlardan ilki; iþyerinde faaliyet dursa bile çalýþmaya devam edenlerdir ki; okullarda idareciler ya da güvenlik görevlileri buna örnektir. Bu grupta olanlara ücretlerinin aynen ödenmesi gerekir.Ýkinci grup ise iþyerinde faaliyete ara verildiði için çalýþmayanlar, evlerinde zaman geçirenlerdir. Bu iþçilerin durumunun özel olarak incelenmesi gerekir.";HumanResource
Salgýn olduðu için çalýþamayan iþçilerin maaþ hakký. 4857 sayýlý Ýþ Kanununun 40ýncý maddesinde “24 ve 25 inci maddelerin (III) numaralý bentlerinde gösterilen zorlayýcý sebepler dolayýsýyla çalýþamayan veya çalýþtýrýlmayan iþçiye bu bekleme süresi içinde bir haftaya kadar her gün için yarým ücret ödenir” hükmü yer almaktadýr.;HumanResource
Ýþ Kanununun 24/III bendinde “Ýþçinin çalýþtýðý iþyerinde bir haftadan fazla süre ile iþin durmasýný gerektirecek zorlayýcý sebepler ortaya çýkarsa” denilirken 25/III maddesinde de “Ýþçiyi iþyerinde bir haftadan fazla süre ile çalýþmaktan alýkoyan zorlayýcý bir sebebin ortaya çýkmasý” ifadesi geçmektedir.;HumanResource
Zorlayýcý sebepten ne anlaþýlmasý gerektiði bir Yargýtay kararýnda þöyle ifade edilmiþtir: “… Ýþ Kanununun 25 inci maddesinin (III) numaralý bendinde, iþçiyi iþyerinde bir haftadan fazla süre ile çalýþmaktan alýkoyan zorlayýcý bir sebebin ortaya çýkmasý halinde, iþverenin derhal fesih hakkýnýn olduðu açýklanmýþtýr. Ýþçiyi çalýþmaktan alýkoyan nedenler, iþçinin çevresinde meydana gelmelidir. Ýþyerinden kaynaklanan ve çalýþmayý önleyen nedenler bu madde kapsamýna girmez. Örneðin iþyerinin kapatýlmasý zorlayýcý neden sayýlmaz (Yargýtay 9.HD. 25.4.2008 gün 2007/16205 E, 2008/10253 K.). Ancak, sel, kar, deprem gibi doðal olaylar nedeniyle ulaþýmýn kesilmesi, salgýn hastalýk sebebiyle karantina uygulamasý gibi durumlar zorlayýcý nedenlerdir…” (9 Hukuk, 2015/22345 E. ve 2018/1051 K.);HumanResource
Kararda açýk bir þekilde “salgýn hastalýk” zorlayýcý neden olarak sayýlmýþtýr. Bunun sonucu ise iþçilere yarým ücret ödenmesi gerektiðidir.;HumanResource
"Corona nedeniyle çalýþýlmayan iþyerindeki iþçilere yarým maaþ ödenir. O halde, örneðin eðitime ara verilen bir okulda çalýþamayan öðretmenlere YARIM ÜCRET verilmesi gerekir. Fakat bu ödeme kanunen 1 HAFTA ile sýnýrlýdýr.Çünkü 40ýncý maddede; iþçiye bekleme süresi içinde 1 HAFTAYA kadar her gün için yarým ücret ödeneceði hüküm altýna alýnmýþtýr.";HumanResource
"1 haftadan sonra iþçinin ücreti ödenir mi? Açýkçasý böyle bir durumda artýk iþverenin iþçiye ücret ödemek zorunda olduðunu söyleyemeyiz. Ýþçi ne kadar haklý olsa da iþveren de haklýdýr; çünkü iþyerinde çalýþma olmadýðý halde iþçilerine ücret ödemeye devam etmesi beklenemez.";HumanResource
"Yine de bu, iþçilere ücret ödemenin yasak olduðu anlamýna gelmez. Öðrencilerden ücretlerini peþin alan okullar gibi kuruluþlarda, vicdani olan ücretlerin TAM ödenmeye devam edilmesidir. Ama unutulmamalýdýr ki; iþverenin yasal olarak bir hafta boyunca yarým ücret ödemekten baþka yükümlülüðü yoktur.";HumanResource
"Korona nedeniyle iþçinin ve iþverenin fesih hakký. Önce iþveren açýsýndan bakalým. Ýþ Kanununun 25/III maddesine göre “Ýþçiyi iþyerinde bir haftadan fazla süre ile çalýþmaktan alýkoyan zorlayýcý bir sebebin ortaya çýkmasý” halinde iþveren iþçisini çýkarabilir.Salgýn hastalýk nedeniyle karantinaya alýnmak bunun tipik bir örneðidir. Eðer iþçi korona virüs nedeniyle karantinaya alýnýr ve bu nedenle iþyerine 1 haftayý aþan süre gelemezse, iþveren iþçisinin iþ sözleþmesini kýdem tazminatý ödeyerek; ancak ihbar tazminatý ödemeden feshedebilir.";HumanResource
Ancak iþçi korona virüs nedeniyle saðlýk raporu almýþsa ve bu nedenle iþe gelemiyorsa, artýk yukarýdaki fesih nedeni geçerli olmaz. Bu iþçi raporlu olduðu yani devamsýzlýðý haklý bir neden dayandýðý için artýk iþten çýkarýlamaz.;HumanResource
Corona nedeniyle iþe gitmeyecek olan bir iþçi bunu mutlaka saðlýk raporuna dayandýrmalýdýr. Ya da ailesinden birisi hastalanmýþ olmalýdýr. Bu durumda bile iþverene kanýtlayýcý evraklarý bir an önce ulaþtýrmalýdýr.;HumanResource
Corona nedeniyle iþe gitmek istemeyen ama rapor da almayan iþçiler, mutlaka iþverenden devamsýzlýklarý için izin almalýdýr. Aksi takdirde tazminatsýz olarak iþten çýkarýlabilirler.;HumanResource
Ýþçi karantinaya alýnýr ve bu nedenle 1 haftadan uzun süre iþe gidemezse, iþveren bu iþçiyi kýdem tazminatýný ödeyerek iþten çýkarabilir.;HumanResource
Corona virüsünün yaydýðý salgýn hastalýk nedeniyle faaliyetine ara verilen bir iþyerinde iþveren, iþçilerine 1 hafta boyunca YARIM ücret vermekle yükümlüdür. 1 haftadan sonra ücret ödemesi KANUNEN gerekmez.;HumanResource
Ýþçi isterse, 1 haftalýk sürenin sonunda haklý nedenle fesih yaparak iþverenden kýdem tazminatýný talep edebilir.;HumanResource
"Yarým ücret ve bir haftanýn sonrasýndaki ücret ödemesiyle ilgili þunu söylemeliyim ki; iþveren isterse hem tam ücret ödeyebilir hem de haftalarca maaþ ödemeye devam edebilir. Kanaatimce doðru ve ahlaki olan da budur. Ancak faaliyeti durduðu için zarar eden bir iþverenin sahip olduðu haklarýn da bilinmesi gerekir.Son olarak herkesi “özel alan”a dikkat etmeye çaðýrýyorum. Öpüþmeyelim, tokalaþmayalým, ellerimizi sýk sýk ve sabunla yýkayalým. Mecbur olmadýkça sosyalleþmeyelim ve en ufak þüphede hastaneye baþvuralým.Umarýz ve dua ederiz ki ülkemiz bu süreci en az sýkýntýyla ve çabucak atlatýr.";HumanResource
Üniversiteden (hatta liseden) son derece baþarýlý ayrýlma efsanesi, baþlangýç ??sahnesine saðlam bir þekilde yerleþti. Yardým edemedim ama merak ettim: Yetenek iþe almak isteyen giriþim kurucularý için bu kaðýt parçasý ne kadar önemli? Ya da baþka bir deyiþle, gerçekten okulu býrakýp bir sonraki Facebook tarafýndan iþe alýnabilir misin?;HumanResource
Giriþimcilerin kilit personeli iþe alýrken en çok neye önem verdiðini öðrenmek için, 11 baþarýlý giriþimciye çekirdek ekipleri için örgün eðitimin önemi hakkýndaki düþüncelerini sordum. Cevaplarý þunlardý:;HumanResource
Veriler, deneyimin daha önemli olduðunu söylüyor. Belki de dünyanýn en fazla veriye dayalý ÝK kuruluþu olan Google, GPA'larýn iþ baþýnda baþarý ile iliþkili olmadýðý sonucuna varmýþtýr. Oldukça teknik roller (finans, hukuk, mühendislik, týp) için istisnalar olsa da, genel olarak, erken aþamadaki þirketler çok fazla cesaret, kararlýlýk ve olumlu bir iþi hallet tutumuna sahip çekirdek bir ekibe ihtiyaç duyar. Bu, herhangi bir organizasyon kurarken kaçýnýlmaz olan birçok engelin ve umutsuzluk anýnýn üstesinden gelmelerine yardýmcý olacak.;HumanResource
Tecrübe yeterli eðitimdir.Örgün eðitim özgeçmiþte harika görünüyor, ancak çekirdek ekibimiz için zamanýn% 100'ünde eðitim yerine deneyim iþe alacaðýz. Tecrübesi olan biri zaten pozisyonla ilgili olabilir ve geçmiþ deneyim veya bilgiyi getirebilir, bu da onlarýn deðerine katkýda bulunur. Genellikle sadece resmi eðitime sahip birinin, alýþma deneyimi olan birini gölgede býrakmasý gerekir. Bununla birlikte, örgün eðitim, deneyim için mükemmel bir tamamlayýcýdýr ve baþvuru sahibi her ikisinde de bilgili ise ideal bir iþe alým saðlar.;HumanResource
3. Öðrenme sevgisi uzmanlaþmadan daha önemlidir. Ýnsanlarýmýn eðitimli olmasýna önem veriyorum, uzman olmalarý deðil. Öðrenmeyi seven zeki insanlar istiyorum. En iyi çekirdek kadromuzdan bazýlarý Felsefe bölümleri, Ýngilizce bölümleri veya Drama bölümleri.;HumanResource
4. Her seferinde eðitim üzerine deneyim. Örgün eðitimin önemi sektöre göre deðiþir, ancak benim iþim için - bir eðlence pazarlama þirketi - örgün eðitim gerçek dünya deneyimi kadar önemli deðildir. Nitelikli iki aday arasýnda seçim yapýldýðýnda, her seferinde kariyer tecrübesi olan birini alýrdým. Pazarlama alanýnda yüksek lisans derecem var ve birçok harika teori öðrenmiþ olmama raðmen, ilk pazarlama pozisyonumda bir yýl içinde lisans ve lisansüstü derslerimin toplamýndan daha fazla uygulanabilir dersler öðrendim.;HumanResource
"5. Örgün eðitim bir yatýrýmdýr - kendinize. Üniversite eðitiminin deðeri hakkýnda her zaman tartýþmalar duyuyorum. Giriþimciler için her iki yoldan da gidebilirim. Ancak firmamýzda iþe aldýðýmýz personel hakkýnda konuþurken her zaman üniversite mezunlarýný ararýz. Katýlmayanlardan daha eðitimli olduklarý anlamýna gelmiyor; daha fazla disipline sahip olmalarý ve daha iyi uygulayabilmeleridir. Dört yýllarýný bir hedef (mezuniyet) için kendi baþlarýna çalýþarak geçirdiler, böylece son baþvuru tarihlerini, katýlýmý anlarlar ve bazý profesyonellik unsurlarýna sahip olurlar. Üniversite mezunlarýný iþe almaya deðer olmak için zaman ayýrdýklarý için iþe alýyoruz.";HumanResource
6. Karakter daha önemlidir. Eðitim önemli ama ben her zaman yaratýcý bir tiptim ve diplomamý hiç bitirmedim. Üniversitem gerçek hayat tecrübesiydi. Bu yüzden, bence en iyisi, potansiyel bir iþe alýmýn pozisyon için baðlanýp baðlanmadýðýný öðrenmek. Tarih, birçok büyük beynin resmi bir eðitim olmadan harika þeyler yaptýðýný kanýtlýyor: Öðrenmek ve büyümek, her þeye uyan tek tip bir senaryo deðildir. Her zaman açýk fikirli olun;HumanResource
7. Eðitim artý merak en iyi kombinasyondur Ben eðitime çok inanýyorum. Potansiyel bir çalýþanýn belirli bir beceriyi öðrenmek için üniversiteye gitmesine ihtiyacým yok. Çoðu zaman, çeþitli görevleri yerine getirebilecek meraklý insanlarý ararým. Ýyi bir eðitime sahip, daha önce biraz deneyime sahip ve bazý kiþisel projeleri olan insanlarýn sürekli olarak oldukça iyi bir þekilde iþe koyulma eðiliminde olduklarýný düþünüyorum.;HumanResource
"8. Bir derece sahip olunmasý gereken bir þey deðildir. Örgün eðitimin abartýldýðý fikrine kesinlikle inanýyorum ve bu, beceri veya iþ ahlakýnýn zayýf bir göstergesi olma eðilimindedir. Ýþi basitçe bitirebilen, mükemmel iþler üreten ve bunu hýzlý bir þekilde yapabilen insanlarý iþe alýyorum! Kocam dil sanatlarý için okula gitti, ama tanýdýðým en iyi kodlayýcý. Ýlgilendi, kendi kendine öðrendi ve kodlama eðitimine çevrimiçi kurslar, profesyonel iþbirliði veya sadece çevrimiçi araþtýrma yoluyla kendi baþýna devam ediyor. Bununla birlikte, neredeyse her zaman yerel üniversitemizden iþe alacaðým. Ama bir derece benim için þart deðil. Bizim için çalýþacak kadar bilgili ve baþarýlý olan öðrenciler, üniversitedeki programlar aracýlýðýyla kendilerini nasýl uygun hale getireceklerini bilirler. Böyle beyinlere ihtiyacým var; Elindeki aletleri nasýl kullanacaðýný bilen.";HumanResource
9. Herkes ayrýlmamalý. Baþarýlý giriþimcilerin çoðu okuldan ayrýlmýþtýr: Gates, Jobs, Zuckerberg. Ancak, çok azý etraflarýnda bir ekip kurdu. Yüksek öðretim, özellikle belirli kurallara uyulmasý gereken finans olmak üzere birçok rol için önemlidir. Yüksek eðitimli kýdemli ekip üyeleri, asi kurucularýn odaklarýný korumak için harikadýr. Deneyim önemlidir, ancak bir orta öðretimi tamamlamak, bir kiþinin bir görevi tamamlamak için azim, dayanýklýlýk ve zekaya sahip olduðunu gösterir.;HumanResource
10. Tecrübe ve tutku örgün eðitimden üstündür. Ýþ için doðru kiþiyi bulmaya gelince, kiþisel deðerlere, yeniliðe, güdülere ve tutkuya örgün eðitimden daha fazla önem veriyoruz. En etkili çalýþanlarýn resmi sertifika yerine gerçek yaþam deneyimi ile geldiðini buldum.;HumanResource
11. Duruma göre deðiþir, ancak kültürel uyum tartýþýlamaz. Tipik olarak satýþ, müþteri hizmetleri ve operasyon rolleri için örgün eðitim geçmiþ deneyimlerden daha az önemlidir. Bu beceriler, herhangi bir resmi eðitimden çok süreç ve kiþi ile ilgilidir. Teknoloji ve ürün açýsýndan, þirketler genç ve baþýna buyruklarý iþe almaya daha açýk olduðundan, en iyi okullar daha güvenli bir bahis olabilir. Mutlaka öðrettikleri þey yüzünden deðil, daha çok sizin için gerekli özeni göstermelerini saðlayan katý seçim kriterleri nedeniyle. Strateji ve pazarlama, eðitim ve deneyimin dengelenmesiyle ortada bir yerdedir. Üstün mercek kültürdür: Resmi eðitim veya deneyimden daha iyi bir kültürel uyum için giderdim.;HumanResource
Prestijli bir derece olmadan Top Startup'ta baþarabilir misin? Veriler, Birleþik Krallýk'taki En Ýyi Startup çalýþanlarýnýn çoðunun üniversiteye gittiðini gösteriyor - herhangi bir üniversiteye deðil . Ýþte yapmayanlarýn baþarý öyküleri.Her üniversiteden ayrýlan efsanevi bir giriþim kurucusuna dönüþtüðü için, düzinelerce kiþi ilk önce kýrmýzý tuðla bir üniversitede yüksek lisans derecesini ve yönetim danýþmanlýðýnda bir yýðýn nakit aldý. ;HumanResource
Bu yýlki LinkedIn Top Startups UK listesindeki eðitim geçmiþlerini takip edebildiðim 43 kurucudan 39'u en az bir lisans derecesine sahip. Genellikle çeþitlilik eksikliðinden ötürü kýnanan bir baþlangýç ??ekosisteminde, bu gruba girmek, bu ülkeye göçmenseniz (yedi kiþi var) veya bir kadýn (üç saydým), A'nýzdan sonra okulu býrakmanýza kýyasla daha kolaydýr. -düzeyler (sadece iki). Önceden yalnýz býrak.Çalýþanlarýna gelince, benzer bir model tekrar ediyor. Birleþik Krallýk'taki En Ýyi Startup'larda çalýþan kiþilerin çoðu üniversite eðitimlidir * - ve sadece herhangi bir üniversitede deðil. Eðitim gördükleri en iyi 15 okul **, prestij ve akademik mükemmellik için gevþek bir vekil olan Ýngiliz araþtýrma üniversiteleri birliði olan Russell Group'tadýr. 10 kiþiden biri Oxbridge'e gitti. ;HumanResource
"O zaman elit bir diplomasý olmayan profesyoneller için bir yol yok mu? Çok hýzlý deðil. Giriþimcileri destekleyen Birleþik Krallýk aðý Tech Nation'da içgörü baþkaný George Windsor , ""Ýþverenler, sahip olduklarý gerçekten ciddi yetenek eksikliklerini doldurmanýn yollarýný giderek daha fazla buluyor"" diyor . Gerçekten de tarihsel olarak dar bir havuzdan kiralanmýþlarsa, bu havuz artýk kuru çalýþýyor. Bu, eðitim çeþitliliði de dahil olmak üzere yeteneklerinin çeþitliliðine odaklanmalarýný saðlýyor.";HumanResource
"Windsor, “Önümüzdeki on yýl içinde ihtiyaç duyabilecekleri yetenek hattý hakkýnda çok daha kapsamlý düþünüyorlar” diye ekliyor. ""Teknoloji þirketleri, Russell Group üniversitelerinin ve lisans diplomasýna sahip kiþilerin ötesine bakmak zorunda kalacaklar çünkü geleneksel bir yol izlemeyen inanýlmaz yetenekli insanlar olduðunu biliyoruz.";HumanResource
"Çýraklýk ikinci bir seçenek olmak zorunda deðilJamilah Simpson , üniversiteye gidecek notlara sahipti ve altýncý sýnýf üniversitesindeki öðretmenler de ondan bekledi. Ancak bunun kendisi için doðru öðrenme ortamý olmayacaðýný biliyordu. “Her zaman pratik, daha yaratýcý bir insan oldum” diyor. ""Bir derste oturup bir profesörün bana konuþmasýný dinlemek yerine bu becerileri kullanabileceðim bir iþyerinde olmak istedim."" A seviyesinden sonra çýraklýk yapmayý seçti. WhiteHat aracýlýðýyla Google'da dijital pazarlamaya yerleþtirildi. ";HumanResource
